LSOA21CD,ah4blue,ah4dent,ah4gp,ah4hosp,ah4phar
E01008179,3.0897,1.9447,1.858,2.5033,2.124
E01008180,3.1359,1.4247,1.3381,2.3304,1.6613
E01008181,0.6512,1.064,1.0392,0.8521,0.5312
E01008182,2.3132,1.9512,1.8283,2.0382,2.1161
E01008183,3.6805,2.6957,7.1383,3.0881,3.166
E01008184,1.9046,1.5812,5.6711,1.7689,1.4553
E01008185,2.2042,1.5552,5.9062,2.045,1.6897
E01008186,12.3429,11.3581,1.2449,7.418,1.1621
E01008188,2.4158,3.1925,6.1708,2.0565,2.1576
E01008189,7.2537,3.5352,4.0286,3.6187,4.6082
E01008190,6.2291,2.5105,2.9427,2.5941,3.2899
E01008191,7.814,2.5481,2.8846,2.8846,2.6236
E01008192,5.2544,1.38,2.0596,1.4486,2.1718
E01008193,4.6035,0.885,1.3783,0.7206,1.958
E01008194,5.642,1.9235,2.4169,2.007,2.9965
E01008195,5.2129,4.8463,6.3848,5.3474,1.7827
E01008196,6.7112,5.7264,8.6827,1.3211,4.6831
E01008197,2.835,2.5129,2.8243,5.1946,1.927
E01008198,2.3137,1.4871,1.7985,5.1964,1.7985
E01008199,2.5253,0.9669,1.2909,4.6762,1.2909
E01008200,1.7766,5.031,5.3425,6.9664,3.9118
E01008201,3.7893,2.12,1.9739,1.6407,1.2827
E01008202,4.1735,2.3492,2.4865,1.7267,2.2869
E01008203,2.1647,0.763,1.6818,1.2844,0.763
E01008204,2.6425,1.4311,1.6744,1.5421,1.4311
E01008205,1.9617,0.8348,1.5699,0.9126,1.1594
E01008206,3.1943,1.5612,3.3781,1.5207,1.5433
E01008207,3.3044,1.8464,3.7709,1.5314,1.8285
E01008208,3.4444,2.2135,2.9696,1.792,2.2902
E01008209,1.0347,2.2303,1.8884,2.0858,1.8884
E01008210,0.9317,1.1483,0.868,1.0675,0.868
E01008211,2.5359,0.7505,1.8876,1.2322,0.8456
E01008212,3.0967,1.1661,1.6317,1.5947,1.6317
E01008213,3.7915,2.1747,1.3907,1.1032,1.3907
E01008214,1.8398,1.9255,2.2854,2.3129,2.3737
E01008215,2.4352,1.1575,1.7428,1.6817,1.7428
E01008216,2.9945,1.5161,1.3065,0.8339,1.3065
E01008217,6.22,0.9747,1.2882,1.2882,1.0239
E01008218,6.0206,0.8604,0.8604,0.8604,0.8176
E01008219,4.4921,1.9315,1.5851,0.9859,1.3209
E01008220,5.8459,2.8275,2.1551,1.9422,2.1551
E01008221,5.4915,1.7563,1.277,1.428,1.2208
E01008222,2.8959,1.2631,2.2158,1.0585,1.3248
E01008223,3.76,1.5726,2.6348,1.7101,1.7235
E01008224,4.234,2.3064,3.2412,2.1998,2.4166
E01008225,6.2186,1.3568,1.5275,1.5275,1.3092
E01008226,10.0804,7.8422,9.1043,2.3437,7.4157
E01008227,5.7008,1.9049,1.9049,1.9049,1.9049
E01008228,4.503,1.7779,1.7779,0.8542,1.8787
E01008229,4.6887,2.7681,2.6995,2.4424,2.5762
E01008230,5.1478,2.581,2.5012,1.1892,2.621
E01008231,4.707,1.7506,1.7433,2.2837,1.4622
E01008232,6.0177,3.162,3.2597,3.2242,3.162
E01008233,5.4793,3.4347,3.3771,3.1365,3.1537
E01008234,4.2666,0.9095,1.0415,0.8243,1.6207
E01008235,4.6528,1.4523,1.6703,1.1308,1.568
E01008236,3.4634,1.8122,1.0937,1.0621,1.0089
E01008237,2.7267,0.9994,1.0468,0.8286,1.2714
E01008238,3.561,1.1582,0.6606,0.7177,0.825
E01008239,3.462,1.0624,0.6553,0.5714,0.9626
E01008240,3.271,2.9244,2.4761,2.4712,2.9228
E01008241,2.7188,2.0298,1.9542,1.6625,1.996
E01008242,3.4615,1.5671,0.9518,1.7138,1.2022
E01008243,1.2991,1.4335,1.2177,2.7839,1.5366
E01008244,1.9176,0.7906,0.9977,1.9743,0.8269
E01008245,3.0795,1.5447,2.4377,3.4625,1.867
E01008246,2.1233,2.0251,4.8577,0.8728,2.0251
E01008247,2.8786,1.4847,4.4745,2.1155,1.4847
E01008248,1.469,3.1504,4.3874,2.8463,3.2004
E01008249,2.4233,1.6282,4.2464,1.5482,1.6282
E01008250,2.0703,1.0002,3.9395,2.1846,1.0002
E01008251,1.1991,1.4604,1.6126,1.5316,1.2591
E01008252,1.8758,1.3693,1.1195,1.475,0.8389
E01008253,1.1603,1.4141,1.5046,2.0441,1.0262
E01008254,1.4258,0.9013,1.4647,2.3162,0.987
E01008255,1.7564,1.7852,2.1569,1.73,1.7069
E01008256,2.7243,1.1674,4.285,1.0657,1.642
E01008257,2.5191,1.4194,1.6311,2.0254,1.6567
E01008258,0.6351,3.2992,1.635,1.4219,1.635
E01008259,5.5447,3.0026,3.59,1.201,3.3159
E01008260,3.2688,1.3056,3.3831,1.2411,2.2585
E01008261,2.8774,1.5042,4.1408,1.2219,0.7972
E01008262,1.4987,2.6557,2.9236,1.687,2.207
E01008263,2.5613,1.3435,1.7555,1.4513,1.2985
E01008264,3.5744,1.5363,2.0453,1.6075,1.8813
E01008265,2.2865,1.579,2.1571,1.1876,1.3835
E01008266,5.1039,3.5113,3.375,3.375,3.375
E01008267,3.481,0.8815,1.1128,1.1128,1.1027
E01008268,4.5804,1.8408,2.1231,2.1216,2.0693
E01008269,5.5174,2.6856,2.6863,2.8055,1.2432
E01008270,5.728,2.9791,2.9576,2.9787,0.6956
E01008271,6.9423,4.2444,4.2451,4.34,2.0417
E01008272,3.9813,1.1907,1.1914,4.2857,1.1914
E01008273,5.2314,2.1281,2.3186,5.0028,2.3186
E01008274,4.4541,1.04,0.8838,4.7026,0.8838
E01008275,5.4662,3.8518,3.7258,3.7258,2.1981
E01008276,4.3955,3.3441,3.2822,4.5039,2.9592
E01008277,4.2306,1.88,1.6186,3.6247,1.6669
E01008278,4.8188,3.8787,4.5258,4.0978,3.0957
E01008279,4.2262,1.7388,1.6737,3.6193,1.3529
E01008280,3.4379,1.0178,0.8041,2.7889,1.0739
E01008281,3.5687,1.526,1.3335,1.4455,1.526
E01008282,4.5074,1.3149,1.8611,1.2196,1.3149
E01008283,4.3507,3.9185,3.714,3.5893,3.8226
E01008284,4.5027,2.973,3.0122,2.991,2.973
E01008285,5.6631,2.3186,2.919,2.3691,2.3186
E01008286,3.7752,3.4381,3.0046,2.9871,3.3606
E01008287,3.6542,3.3076,2.8594,2.8544,3.306
E01008288,3.769,1.9225,1.799,1.5599,1.6453
E01008289,3.4652,1.7301,1.7648,1.0576,1.4243
E01008290,1.834,2.6861,1.6584,1.3082,1.4479
E01008291,2.4866,1.9848,1.4991,1.3197,1.2705
E01008292,3.5263,1.3236,2.0389,1.6736,1.3236
E01008293,6.6602,2.8238,3.3045,2.0733,2.7399
E01008294,7.1996,3.7035,4.1842,1.4623,2.1193
E01008295,7.8005,2.2738,3.7704,2.0362,3.1657
E01008296,7.7342,3.288,3.7687,2.5928,3.1614
E01008297,5.8299,1.3843,2.0159,1.4612,1.6267
E01008298,6.4672,2.4486,2.847,2.1373,2.4554
E01008299,5.4289,1.8474,2.3485,1.1558,1.7859
E01008300,5.0048,1.1534,1.2158,1.0414,1.2158
E01008301,0.8721,3.6418,2.8249,1.4426,2.7207
E01008302,2.63,2.272,2.6016,0.9625,1.47
E01008303,2.4732,0.5273,0.7426,0.7426,0.7426
E01008305,1.9366,2.6808,2.3931,0.9079,1.9404
E01008306,8.5668,7.3715,8.3585,1.6502,2.0293
E01008307,3.8532,1.7116,2.7078,1.0936,2.5465
E01008309,3.7547,2.3745,0.8192,0.8192,0.8323
E01008311,10.8114,7.5376,8.0183,3.5881,3.2334
E01008312,9.7619,6.3284,6.8092,2.1325,2.3404
E01008313,9.4694,6.611,6.9935,2.6797,2.325
E01008314,4.9905,1.6921,1.8676,2.0898,2.7106
E01008315,4.6053,1.9541,2.0966,2.2058,3.0808
E01008316,5.1884,2.3412,2.7842,2.6444,3.3468
E01008317,5.5552,2.4501,2.2744,2.4511,3.0653
E01008318,4.4025,1.3234,1.612,1.5879,2.3669
E01008319,7.8501,3.9288,3.9722,4.2005,4.2036
E01008320,5.4987,0.937,0.7859,1.4208,1.4208
E01008321,5.8931,2.4459,2.1748,2.2458,2.014
E01008322,5.4822,1.8014,1.6939,2.3869,2.3869
E01008323,5.1139,1.1378,1.1326,1.6426,1.6426
E01008324,6.1173,1.511,1.511,1.4991,1.511
E01008325,5.5532,1.747,1.7677,1.6983,1.776
E01008326,5.7078,1.8543,2.1169,1.3841,2.1175
E01008327,5.7578,2.2874,2.6391,2.8048,2.6391
E01008328,6.2995,1.5125,1.6665,1.1571,1.6665
E01008329,4.3135,1.3592,2.0102,1.7466,2.0185
E01008330,4.0483,1.3493,2.3412,1.9849,2.3412
E01008331,3.3303,1.148,0.9633,0.6507,0.9754
E01008333,3.7441,1.1311,0.991,0.601,1.11
E01008334,2.9916,1.1139,0.9204,1.4623,0.8726
E01008335,3.2162,1.2177,1.2549,0.9299,1.1201
E01008336,6.7302,1.1401,2.3368,1.7572,1.7538
E01008337,9.0009,1.7822,2.117,0.9941,2.117
E01008338,9.3081,1.8808,1.7755,1.0516,1.7371
E01008339,8.2406,1.4026,3.4358,1.0631,2.6057
E01008340,8.0556,1.1615,2.429,1.1671,1.6378
E01008341,7.5571,1.2701,2.0967,1.5171,1.3055
E01008342,8.9381,3.1663,3.501,1.2373,3.501
E01008343,4.8522,1.3689,2.1459,1.8922,1.7018
E01008344,3.7688,0.8824,0.4388,0.6663,0.4388
E01008345,4.4571,1.5706,1.3235,0.9507,1.3235
E01008346,4.7556,1.3619,1.6144,1.5156,1.156
E01008347,4.4967,0.9323,1.7884,1.5837,1.3466
E01008348,4.4072,1.5554,1.7723,2.008,1.519
E01008349,4.021,1.7047,1.256,2.2175,1.1332
E01008350,5.5444,2.3697,2.5051,1.3873,2.5051
E01008351,4.5688,1.8706,2.0212,2.0212,1.3387
E01008352,5.1287,1.5177,2.0537,1.9795,1.8389
E01008353,6.2275,2.1327,0.7072,0.7072,2.8403
E01008354,5.5933,0.9019,1.0752,1.0752,1.7146
E01008355,4.8172,0.7367,0.4986,0.5696,1.3227
E01008356,6.175,2.0801,1.6143,1.6143,2.6939
E01008357,4.6566,1.9627,2.3975,2.3975,2.4164
E01008358,4.3179,1.0538,1.2049,1.2049,1.3312
E01008359,4.3673,0.6166,1.1504,1.1504,1.7178
E01008360,4.8759,1.4425,1.3608,1.315,2.2264
E01008361,4.499,1.2406,1.1986,1.1313,1.8495
E01008362,3.6353,0.9943,1.6501,1.3825,1.4437
E01008363,5.4709,1.5323,1.7482,1.1686,2.5214
E01008364,4.5389,0.6573,0.6856,0.5098,2.2861
E01008365,4.1242,0.8479,0.9753,0.8702,2.4199
E01008366,3.8496,1.0938,1.2547,1.184,1.4016
E01008367,3.0756,1.1399,0.7936,0.6612,1.5371
E01008368,3.4946,1.3325,0.906,0.8394,1.5567
E01008369,3.4802,0.8986,0.9354,0.6971,1.1178
E01008370,2.8833,1.1882,1.2703,0.775,1.9157
E01008371,4.5894,1.0621,1.286,1.1983,1.429
E01008372,3.9979,0.5144,0.837,0.791,0.7321
E01008373,3.9432,0.8079,0.9869,0.9869,0.6232
E01008374,7.8076,0.9118,3.2692,1.0778,1.1613
E01008375,7.8764,1.3151,3.855,1.0086,1.6107
E01008376,7.7494,0.7292,3.6058,0.8034,1.4464
E01008377,6.4236,1.7409,2.4369,1.7409,2.4369
E01008378,7.3462,1.0883,2.8078,1.8759,1.249
E01008379,8.5693,1.7304,4.2437,1.892,0.879
E01008380,4.5396,1.5376,0.8932,0.86,0.8932
E01008381,3.746,4.2364,4.6586,1.3058,2.5856
E01008382,2.6582,2.8456,4.1264,1.2338,1.8947
E01008383,3.1752,4.0883,4.9156,1.5887,1.5313
E01008384,2.9123,2.3732,3.6819,1.4728,2.4948
E01008385,2.1774,3.8665,4.1931,0.6994,0.7814
E01008386,2.6093,1.2277,2.5364,2.0814,2.5221
E01008387,1.4458,2.65,3.2366,2.0636,2.6652
E01008388,2.8268,1.5074,2.9927,1.0132,0.6961
E01008389,1.6667,2.7344,2.0566,1.8432,1.7783
E01008390,0.8219,3.2034,1.484,1.484,1.484
E01008391,3.7207,1.7073,3.0398,0.8051,1.2277
E01008392,3.7979,2.1764,2.606,1.4454,1.7134
E01008396,3.3306,1.5834,1.887,1.2461,1.5404
E01008397,1.9934,0.6631,0.9829,0.7675,0.733
E01008398,3.0686,0.9545,1.4005,0.9545,0.7928
E01008399,2.8355,1.6677,2.1628,1.6657,1.5696
E01008400,2.7636,1.9623,0.9527,0.9527,0.9527
E01008401,3.1262,1.1657,1.4775,0.7713,1.4775
E01008402,4.791,3.1026,4.1968,2.0118,3.8235
E01008403,3.6708,1.6554,1.5185,1.4199,1.5185
E01008404,1.3631,1.5866,1.4315,1.4315,1.4315
E01008405,4.1439,1.021,2.5108,1.664,2.5108
E01008406,1.5486,1.6298,1.2193,0.8587,0.865
E01008407,2.3059,1.3451,1.2882,0.5122,1.4633
E01008409,3.3184,2.2258,1.9699,1.6066,2.5394
E01008410,3.2428,1.8059,2.1465,1.4159,2.1976
E01008411,2.8121,1.9304,1.8603,0.908,1.8934
E01008412,2.8967,0.7107,1.6361,1.6492,1.5778
E01008413,2.5153,0.9193,1.2485,1.45,1.2437
E01008415,2.8545,1.5968,2.1552,1.6202,1.5921
E01008416,3.3062,0.8185,1.2473,0.6582,0.9742
E01008418,5.3754,1.3994,1.3714,1.3714,1.2365
E01008419,5.1047,0.5416,0.6984,0.6425,0.5914
E01008420,4.7173,0.7744,0.7123,0.7123,0.7744
E01008421,6.3517,1.085,1.8195,1.7215,0.5512
E01008422,4.9741,1.9061,1.3631,1.3631,1.4597
E01008423,5.3654,1.2393,1.4269,1.4218,1.3732
E01008424,5.1314,2.1691,2.0181,2.0181,0.7849
E01008425,1.7927,1.5462,1.6271,1.5111,1.6271
E01008426,2.9925,1.4257,2.5617,1.5358,1.4098
E01008427,1.0692,2.6732,1.6038,1.6038,1.6038
E01008428,1.9508,1.9801,1.5271,1.5271,1.5271
E01008429,2.4701,1.2525,3.2255,1.072,1.85
E01008430,1.9974,1.2083,2.9134,0.8232,1.7879
E01008431,2.6348,0.8958,3.365,0.578,1.421
E01008432,3.0489,1.7055,3.3064,1.269,2.1144
E01008433,4.0413,3.0431,2.2107,2.0972,2.1595
E01008434,2.9027,1.9797,1.5107,1.5107,1.5671
E01008435,3.114,2.5517,2.7589,1.9608,2.3346
E01008436,2.0595,2.4509,2.1134,1.846,2.0843
E01008437,1.58,2.4835,2.4063,1.2644,2.0997
E01008438,2.0575,2.159,1.4236,1.2604,1.8888
E01008439,2.6601,1.4976,1.3947,1.377,1.7784
E01008441,6.6826,1.7337,1.7337,1.2548,1.7337
E01008442,7.7386,2.0129,1.5498,1.0574,1.5498
E01008443,7.9024,5.1962,6.3566,3.6941,6.3566
E01008444,8.6401,3.5919,3.3831,1.0725,3.3831
E01008445,5.6446,0.9846,0.9846,1.1004,0.9846
E01008446,7.4075,2.6077,2.6077,1.8221,2.6077
E01008447,7.2104,1.5109,1.4344,1.023,1.4344
E01008448,9.6366,4.2975,4.0755,2.4388,4.0755
E01008449,3.9634,1.0334,0.8218,0.8708,0.8661
E01008450,5.0925,1.4233,1.1591,0.6603,1.023
E01008451,4.889,0.9848,1.3055,1.2245,0.8299
E01008452,5.4872,2.4088,2.1335,1.3116,1.7661
E01008453,4.9087,2.2748,1.8267,1.7785,0.9386
E01008455,4.1514,1.5989,1.1317,1.7019,0.9031
E01008456,8.1751,3.1762,3.1762,1.5678,2.3397
E01008457,9.1049,4.1241,4.1241,1.2654,2.1044
E01008458,9.5584,5.178,6.0728,4.3802,4.9563
E01008459,9.6145,4.6979,4.6979,0.7753,1.2695
E01008460,9.3589,4.5584,4.5584,1.5578,2.1536
E01008461,3.9927,2.2117,4.5297,1.221,1.8293
E01008462,5.5279,3.5005,5.3126,1.2619,1.2619
E01008463,6.1181,4.1395,5.4936,1.9745,2.3747
E01008464,5.9711,4.4304,4.5239,1.2231,2.5298
E01008465,5.7172,3.9985,4.0411,1.4086,2.4643
E01008466,2.2767,1.8656,6.0941,2.7854,1.8656
E01008467,2.953,1.7098,5.4283,2.1196,1.7098
E01008468,3.9805,1.6064,4.7091,1.4816,1.6064
E01008469,5.6986,1.24,1.2356,1.1937,1.562
E01008470,4.7697,2.9,0.6487,0.6218,0.5802
E01008471,5.5681,2.1583,1.5641,1.6186,2.1008
E01008472,4.8815,4.3304,1.9226,1.9226,1.6248
E01008473,4.8659,2.9962,0.7449,0.718,0.6764
E01008474,5.1465,1.4352,1.1421,1.2642,2.0043
E01008475,2.2048,1.6062,1.6062,1.6062,1.491
E01008476,2.516,4.2528,4.2528,4.163,0.7622
E01008477,1.3185,2.8538,2.6905,2.5067,2.5496
E01008478,4.8336,4.1734,4.6819,1.342,1.8648
E01008479,1.0907,1.9905,1.9905,1.9905,1.9905
E01008480,5.1584,3.244,4.0957,1.7559,2.9682
E01008481,4.2698,3.4925,2.1951,2.2246,2.324
E01008482,3.1552,1.5545,1.4989,1.4615,1.4633
E01008483,1.6393,0.8829,0.6539,0.6539,0.8543
E01008484,3.2217,2.1348,1.254,2.1742,1.1408
E01008485,3.1673,1.6605,2.0944,1.5507,2.2252
E01008486,3.9074,0.6969,2.1776,1.888,1.6051
E01008487,4.7254,0.9738,2.7252,0.907,2.5936
E01008488,6.5543,3.3205,2.8993,1.7603,1.6206
E01008489,5.2232,1.6287,2.9396,1.7523,2.5004
E01008490,5.5021,1.8982,3.4475,1.8096,2.278
E01008491,6.8445,4.8718,3.1933,1.613,3.3628
E01008492,4.6277,1.1885,2.8524,2.66,1.0335
E01008493,2.667,1.4715,3.8927,2.1818,2.0674
E01008494,3.1251,2.1438,3.69,1.1935,2.3881
E01008495,1.8384,0.7706,3.195,2.2171,1.3777
E01008496,0.6469,1.5449,1.8455,1.1713,1.6644
E01008497,1.2132,1.3109,2.6711,1.9969,1.2127
E01008498,2.317,1.8724,3.8103,1.7284,1.5819
E01008499,2.8966,4.8735,2.7959,2.2847,2.4675
E01008500,3.7047,4.8876,2.4617,1.1395,1.8995
E01008502,4.1831,4.6397,2.0722,1.771,1.6034
E01008503,3.6196,5.7906,3.3574,2.3691,2.735
E01008504,2.4848,0.8548,0.8594,0.8594,0.8548
E01008505,3.0098,4.8911,2.6172,1.8181,2.3897
E01008506,2.9025,1.4039,1.4039,1.4039,1.4039
E01008507,2.8707,2.6904,2.6904,2.5191,2.674
E01008508,3.3711,2.0954,1.7589,1.0738,1.0091
E01008509,3.3888,1.901,1.8083,1.477,1.0458
E01008510,2.7567,1.3552,1.0135,1.0336,1.1203
E01008511,2.3992,1.1124,1.1722,2.1575,0.835
E01008512,4.3334,2.6573,2.6424,1.6109,1.4178
E01008513,4.2771,1.6576,1.6576,1.6576,2.4024
E01008514,4.8594,1.4683,1.3514,1.3643,2.3146
E01008516,2.0207,3.7821,2.6778,2.6778,2.6778
E01008517,3.3651,1.4356,2.2443,1.3911,1.1838
E01008518,4.8769,2.3953,2.3092,2.3092,2.3256
E01008519,4.3848,2.6266,2.5568,2.0439,2.5568
E01008520,2.2617,0.8339,1.1097,0.8775,1.3053
E01008521,4.4,1.4698,1.3228,1.3228,1.3228
E01008522,3.6691,0.8736,1.337,1.0812,1.1543
E01008523,1.6409,1.1494,1.4583,1.4583,1.7304
E01008524,1.1339,0.5357,0.8333,0.7981,0.7291
E01008525,3.5029,2.0199,1.9917,1.7171,1.9917
E01008526,4.0691,1.6934,2.0326,1.3022,2.0326
E01008527,2.6219,1.4666,1.6821,1.6821,1.6821
E01008528,2.671,1.1069,0.9059,0.8388,0.9059
E01008529,2.0272,0.7541,0.9369,0.9369,0.9369
E01008530,2.5949,1.365,0.9215,0.648,0.9215
E01008531,5.8647,4.3759,4.2221,3.3361,4.3582
E01008532,4.9769,3.4545,3.3008,2.1773,3.4728
E01008533,4.2261,2.7038,2.55,2.1399,2.7839
E01008534,5.4874,3.9651,3.8113,3.8113,3.9973
E01008535,3.2067,1.8427,1.5426,1.5426,1.8425
E01008536,2.2746,0.7466,0.6583,0.6074,0.8829
E01008537,2.5713,1.1837,0.7216,0.7003,1.2095
E01008538,5.0608,4.7096,4.5949,3.3576,4.0435
E01008539,0.7993,2.9409,1.747,1.6569,3.0152
E01008540,2.0361,3.4536,2.2052,3.4211,2.0796
E01008541,3.0261,3.3919,2.8577,2.7448,2.7446
E01008542,2.2728,1.7502,1.4211,1.7612,0.9809
E01008543,1.3521,2.0393,1.9229,2.3883,0.7567
E01008544,0.999,1.0722,1.3655,1.2721,1.2815
E01008545,1.6156,1.8388,1.8565,1.155,2.5001
E01008546,1.4802,1.7734,1.8392,1.9392,1.5557
E01008547,3.2127,3.21,2.2503,2.727,3.0813
E01008548,4.6647,3.4824,2.8054,1.8414,3.4127
E01008549,1.5529,2.2075,2.3722,2.4397,1.1321
E01008550,1.1398,0.7031,0.6492,0.6492,1.5165
E01008551,1.1379,2.7472,2.7578,2.7578,1.714
E01008552,4.0637,1.3639,1.528,1.1212,1.096
E01008553,3.2898,0.6176,1.3888,0.9061,0.8964
E01008554,2.0827,1.2058,2.1934,1.1611,1.1556
E01008555,2.6098,1.806,2.2867,1.7656,1.9231
E01008556,3.9158,2.1608,3.0608,1.8963,2.8613
E01008557,4.8541,2.6975,3.8176,2.4912,3.447
E01008558,1.2807,2.8868,3.1047,3.1047,1.1732
E01008559,2.1663,1.7351,1.8976,1.8976,1.8976
E01008560,0.8238,3.163,3.3661,3.3661,0.6875
E01008561,1.2055,1.1945,1.771,1.7698,1.7199
E01008562,1.6572,2.1049,4.0353,3.5083,1.954
E01008563,2.1768,2.3861,3.7102,3.4062,1.48
E01008564,5.0067,2.837,2.7175,2.624,2.7175
E01008567,7.0903,1.7575,1.9565,1.9565,2.0873
E01008568,7.7638,1.445,1.6308,1.6308,3.3078
E01008569,7.2523,1.5144,1.4317,1.4317,2.8119
E01008570,6.5187,4.5843,1.4357,1.4357,3.2062
E01008571,2.4548,2.0766,2.0907,2.5471,1.5565
E01008572,2.0327,1.5842,1.4883,1.4619,1.5644
E01008573,2.2679,0.748,1.0023,0.9876,0.9056
E01008574,3.0506,0.6704,1.1428,0.9162,0.8151
E01008575,1.5665,1.8168,1.0768,1.0768,1.2735
E01008576,3.5381,2.8618,2.9645,3.1909,2.4043
E01008577,5.3264,2.8462,3.2945,2.5222,2.1679
E01008578,5.9014,4.9686,5.4294,1.2907,1.3645
E01008579,4.8499,1.2768,1.3964,1.6678,1.2804
E01008580,4.9729,2.1467,3.1428,1.3469,2.9815
E01008581,5.5187,1.8114,2.4854,2.2143,2.3241
E01008582,6.9275,2.7243,2.6859,2.8126,1.2897
E01008583,6.2254,4.7527,5.1542,1.0604,1.5287
E01008584,0.5945,1.0163,1.0199,0.9077,0.8397
E01008585,1.4347,0.9534,0.7087,1.4791,0.6085
E01008586,1.5115,0.8355,0.6578,1.0237,0.9561
E01008587,0.6149,0.95,0.9873,0.7323,0.95
E01008588,0.8595,0.7543,0.6783,0.5717,0.7119
E01008589,0.9258,1.4652,1.9091,1.4395,1.3845
E01008590,3.8924,0.4953,0.6431,0.9788,0.4953
E01008591,3.9965,0.8414,0.6832,0.6832,0.6727
E01008592,4.4176,1.3263,1.1576,1.1576,1.1679
E01008593,5.4454,2.0257,2.0109,1.8393,2.0257
E01008594,4.9744,1.5547,1.5399,1.4333,1.5547
E01008595,2.1918,0.5603,1.6638,1.4562,0.921
E01008596,1.9114,0.8458,2.2223,1.0623,1.0139
E01008597,2.084,1.1784,2.2206,0.9423,1.2068
E01008598,1.5943,0.9642,2.3903,0.9642,0.9642
E01008599,1.0339,1.8353,1.5651,1.3559,1.8284
E01008600,2.0146,1.9804,1.9946,2.0195,1.5753
E01008601,3.7893,3.2886,2.2227,3.3355,2.2862
E01008602,4.061,3.4365,2.5032,2.675,1.1691
E01008603,4.7296,3.7649,3.0398,2.9477,1.1062
E01008604,1.5314,1.1307,1.1699,1.1699,0.4608
E01008605,6.008,2.9135,2.8792,2.0829,2.0898
E01008606,6.3053,3.206,3.1912,2.3754,1.47
E01008607,5.7259,2.6057,2.5909,1.7751,1.479
E01008608,4.5907,3.0341,2.5454,2.2035,1.3858
E01008609,5.9228,2.8261,2.8113,1.9955,0.7678
E01008610,2.8731,1.3936,1.2718,1.2718,1.2139
E01008611,3.0275,2.1314,1.9338,1.9338,1.9338
E01008612,3.5007,2.5132,2.3156,2.3156,2.2387
E01008613,2.4204,0.9448,0.9228,0.9228,0.7105
E01008614,3.5297,2.6599,3.0724,1.7586,2.7388
E01008615,2.1279,2.8031,3.0856,2.1052,2.7806
E01008616,4.8252,0.963,5.205,2.0825,0.9307
E01008617,3.9954,1.9434,4.5216,1.2495,2.2212
E01008618,6.4327,2.4272,5.1972,4.3816,1.979
E01008619,6.179,1.4076,3.6493,3.6493,1.2322
E01008620,5.2957,1.3372,5.7419,2.5531,0.9929
E01008621,6.7055,2.6888,6.3828,3.9628,1.8908
E01008622,5.2165,2.3694,2.0269,2.0269,2.0453
E01008624,2.5217,2.5995,1.379,1.379,2.192
E01008625,3.1766,2.0442,1.0484,1.0484,1.6368
E01008627,5.4601,4.4282,4.7765,2.8946,2.7893
E01008628,4.2325,4.5584,4.3608,4.1927,0.8949
E01008629,5.1306,5.2063,5.1801,3.7189,2.2124
E01008630,4.5674,4.8933,4.6957,4.5853,1.1558
E01008631,4.711,4.2455,3.9215,2.3951,2.5142
E01008632,5.5045,4.0227,4.4672,3.1788,2.9349
E01008633,2.9881,1.8067,0.8847,0.8847,1.6908
E01008634,3.6855,1.2994,1.1845,1.1845,1.5243
E01008635,4.1322,1.3155,1.7679,1.7679,1.7785
E01008636,3.196,1.0701,1.0701,1.0701,1.34
E01008637,2.4312,2.0012,1.7076,1.7076,1.7343
E01008638,0.854,2.5258,2.154,0.7412,2.154
E01008639,1.9984,2.3076,1.3372,1.2512,2.2211
E01008640,1.6068,1.6887,1.3169,1.179,1.3169
E01008641,2.4443,0.9733,1.1135,1.0729,1.0675
E01008642,2.7511,1.5757,1.6756,1.2732,1.7343
E01008643,3.0985,2.3784,2.5644,1.534,2.744
E01008644,4.1418,3.4319,3.6428,2.2008,3.8032
E01008645,4.7466,3.6975,3.9221,2.4302,3.9384
E01008646,3.636,1.9449,2.478,1.5412,2.478
E01008647,2.9197,2.1252,1.9225,2.1252,1.6201
E01008648,2.8508,2.1785,1.5277,2.3525,2.0612
E01008649,2.0269,2.5073,2.3699,2.3699,1.5429
E01008650,3.2007,1.7053,1.7053,1.7053,1.4895
E01008651,2.4431,1.8322,1.8322,1.8322,1.1296
E01008652,2.5817,1.1857,1.4841,0.8731,1.4841
E01008653,2.9234,1.3394,1.4637,1.2253,1.4637
E01008654,2.4571,0.6699,0.8041,1.3294,0.8041
E01008655,3.4743,1.3615,0.9809,0.7083,0.9809
E01008656,4.7956,2.555,2.7579,1.4396,2.7295
E01008657,3.4891,1.3487,1.7039,1.9445,1.7039
E01008658,6.2148,5.2042,5.6486,3.2922,5.6066
E01008659,4.5951,2.328,2.7724,1.7373,2.6914
E01008660,2.4732,0.8216,0.7093,1.6545,0.681
E01008661,2.7114,1.2361,1.3084,1.9662,1.2426
E01008662,4.5112,2.5978,3.0046,1.0387,2.8404
E01008663,3.914,2.1719,2.3804,1.4009,2.3384
E01008664,2.0747,1.1874,1.0355,1.2327,0.8891
E01008665,2.3494,2.1497,1.595,2.2072,1.595
E01008666,1.4248,1.7884,1.1584,1.7812,1.1584
E01008667,1.1786,0.621,2.2593,0.9799,0.4081
E01008668,2.315,0.534,1.0161,1.1159,0.6818
E01008669,4.9777,3.2107,2.8851,2.3801,1.3067
E01008670,4.2922,3.0176,2.2338,2.4147,1.5841
